product_id,title,product_url,price_current,price_old,currency,on_sale,in_stock,category,collection,image_url
42088,DENIM ДЖИНСЫ / MELODY OF CARNAGE,https://nikifilinistore.ru/product/denim-dzhinsy-melody-of-carnage/,7554.0,12590.0,RUB,True,False,Джинсы,Chainsaw Man,
42092,ДЖИНСОВАЯ РУБАШКА SUMMER / BAD MOVIES,https://nikifilinistore.ru/product/dzhinsovaya-rubashka-summer-bad-movies/,14274.0,23790.0,RUB,True,True,Джинсы,Chainsaw Man,
41892,ДЖИНСЫ KARGO / DN,https://nikifilinistore.ru/product/dzhinsy-kargo-dn/,16434.0,27390.0,RUB,True,False,Джинсы,Japanese Mood,
41855,ДЖИНСЫ KARGO / LIGHTNING PALM,https://nikifilinistore.ru/product/dzhinsy-kargo-lightning-palm/,7554.0,12590.0,RUB,True,True,Джинсы,Japanese Mood,
41871,ДЖИНСЫ KARGO / THUNDERCLAP,https://nikifilinistore.ru/product/dzhinsy-kargo-thunderclap/,7554.0,12590.0,RUB,True,True,Джинсы,Japanese Mood,
41884,ДЖИНСЫ / SMOKE,https://nikifilinistore.ru/product/dzhinsy-kargo-smoke/,7554.0,12590.0,RUB,True,True,Джинсы,Japanese Mood,
41868,ДЖИНСОВАЯ РУБАШКА SUMMER / LIGHTNING PALM,https://nikifilinistore.ru/product/dzhinsovaya-rubashka-summer-lightning-palm/,14274.0,23790.0,RUB,True,True,Джинсы,Japanese Mood,
41844,ДЖИНСОВАЯ РУБАШКА SUMMER / HOLLOW,https://nikifilinistore.ru/product/dzhinsovaya-rubashka-summer-hollow/,14274.0,23790.0,RUB,True,False,Джинсы,Japanese Mood,
41852,ДЖИНСОВАЯ РУБАШКА SUMMER / KUROSAKI,https://nikifilinistore.ru/product/dzhinsovaya-rubashka-summer-kurosaki/,14274.0,23790.0,RUB,True,False,Джинсы,Japanese Mood,
41853,ДЖИНСОВАЯ РУБАШКА SUMMER / KUROSAKI,https://nikifilinistore.ru/product/dzhinsovaya-rubashka-summer-kurosaki-en/,23790.0,,RUB,False,False,Другое,,
